"","word","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"7544","descubrieses",NA,NA,NA,NA,NA,NA,NA
"7545","descubriésemos",NA,NA,NA,NA,NA,NA,NA
"7546","descubrieseis",NA,NA,NA,NA,NA,NA,NA
"7547","descubriesen",NA,NA,NA,NA,NA,NA,NA
"7548","descubriere",NA,NA,NA,NA,NA,NA,NA
"7549","descubrieres",NA,NA,NA,NA,NA,NA,NA
"7550","descubriéremos",NA,NA,NA,NA,NA,NA,NA
"7551","descubriereis",NA,NA,NA,NA,NA,NA,NA
"7552","descubrieren",NA,NA,NA,NA,NA,NA,NA
"7553","descubrid",NA,NA,NA,NA,NA,NA,NA
"7554","descubrir",NA,NA,NA,NA,NA,NA,NA
"7555","descubriendo",NA,NA,NA,NA,NA,NA,NA
"7556","sirvo",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7557","sirves",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7558","sirve",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7559","servimos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7560","servís",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7561","sirven",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7562","servido",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7563","servía",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7564","servías",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7565","servíamos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7566","servíais",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7567","servían",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7568","serví",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7569","serviste",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7570","sirvió",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7571","servisteis",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7572","sirvieron",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7573","serviré",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7574","servirás",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7575","servirá",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7576","serviremos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7577","serviréis",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7578","servirán",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7579","serviría",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7580","servirías",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7581","serviríamos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7582","serviríais",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7583","servirían",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7584","sirva",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7585","sirvas",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7586","sirvamos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7587","sirváis",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7588","sirvan",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7589","sirviera",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7590","sirvieras",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7591","sirviéramos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7592","sirvierais",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7593","sirvieran",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7594","sirviese",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7595","sirvieses",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7596","sirviésemos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7597","sirvieseis",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7598","sirviesen",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7599","sirviere",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7600","sirvieres",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7601","sirviéremos",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7602","sirviereis",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7603","sirvieren",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7604","servid",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7605","servir",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7606","sirviendo",2,2.8,2.4,0.7071,0.4472,0.8944,"verbo"
"7607","pertenezco",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7608","perteneces",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7609","pertenece",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7610","pertenecemos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7611","pertenecéis",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7612","pertenecen",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7613","pertenecido",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7614","pertenecía",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7615","pertenecías",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7616","pertenecíamos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7617","pertenecíais",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7618","pertenecían",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7619","pertenecí",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7620","perteneciste",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7621","perteneció",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7622","pertenecimos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7623","pertenecisteis",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7624","pertenecieron",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7625","perteneceré",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7626","pertenecerás",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7627","pertenecerá",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7628","perteneceremos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7629","perteneceréis",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7630","pertenecerán",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7631","pertenecería",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7632","pertenecerías",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7633","perteneceríamos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7634","perteneceríais",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7635","pertenecerían",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7636","pertenezca",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7637","pertenezcas",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7638","pertenezcamos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7639","pertenezcáis",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7640","pertenezcan",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7641","perteneciera",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7642","pertenecieras",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7643","perteneciéramos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7644","pertenecierais",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7645","pertenecieran",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7646","perteneciese",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7647","pertenecieses",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7648","perteneciésemos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7649","pertenecieseis",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7650","perteneciesen",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7651","perteneciere",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7652","pertenecieres",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7653","perteneciéremos",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7654","perteneciereis",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7655","pertenecieren",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7656","perteneced",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7657","pertenecer",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7658","perteneciendo",2.4,2.4,1.6,0.5477,0.8944,0.5477,"verbo"
"7659","continúo",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7660","continúas",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7661","continúa",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7662","continuamos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7663","continuáis",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7664","continúan",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7665","continuado",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7666","continuaba",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7667","continuabas",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7668","continuábamos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7669","continuabais",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7670","continuaban",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7671","continué",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7672","continuaste",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7673","continuó",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7674","continuasteis",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7675","continuaron",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7676","continuaré",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7677","continuarás",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7678","continuará",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7679","continuaremos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7680","continuaréis",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7681","continuarán",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7682","continuaría",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7683","continuarías",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7684","continuaríamos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7685","continuaríais",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7686","continuarían",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7687","continúe",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7688","continúes",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7689","continuemos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7690","continuéis",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7691","continúen",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7692","continuara",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7693","continuaras",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7694","continuáramos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7695","continuarais",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7696","continuaran",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7697","continuase",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7698","continuases",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7699","continuásemos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7700","continuaseis",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7701","continuasen",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7702","continuare",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7703","continuares",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7704","continuáremos",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7705","continuareis",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7706","continuaren",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7707","continuad",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7708","continuar",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7709","continuando",2.6,2.8,1.8,0.5477,0.4472,0.8367,"verbo"
"7710","mato",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7711","matas",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7712","mata",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7713","matamos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7714","matáis",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7715","matan",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7716","matado",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7717","mataba",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7718","matabas",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7719","matábamos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7720","matabais",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7721","mataban",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7722","maté",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7723","mataste",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7724","mató",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7725","matasteis",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7726","mataron",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7727","mataré",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7728","matarás",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7729","matará",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7730","mataremos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7731","mataréis",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7732","matarán",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7733","mataría",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7734","matarías",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7735","mataríamos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7736","mataríais",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7737","matarían",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7738","mate",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7739","mates",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7740","matemos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7741","matéis",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7742","maten",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7743","matara",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7744","mataras",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7745","matáramos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7746","matarais",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7747","mataran",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7748","matase",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7749","matases",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7750","matásemos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7751","mataseis",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7752","matasen",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7753","matare",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7754","matares",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7755","matáremos",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7756","matareis",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7757","mataren",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7758","matad",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7759","matar",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7760","matando",1,2.4,2.6,0,0.8944,0.5477,"verbo"
"7761","participo",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7762","participas",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7763","participa",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7764","participamos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7765","participáis",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7766","participan",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7767","participado",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7768","participaba",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7769","participabas",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7770","participábamos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7771","participabais",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7772","participaban",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7773","participé",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7774","participaste",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7775","participó",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7776","participasteis",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7777","participaron",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7778","participaré",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7779","participarás",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7780","participará",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7781","participaremos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7782","participaréis",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7783","participarán",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7784","participaría",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7785","participarías",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7786","participaríamos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7787","participaríais",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7788","participarían",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7789","participe",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7790","participes",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7791","participemos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7792","participéis",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7793","participen",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7794","participara",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7795","participaras",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7796","participáramos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7797","participarais",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7798","participaran",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7799","participase",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7800","participases",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7801","participásemos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7802","participaseis",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7803","participasen",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7804","participare",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7805","participares",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7806","participáremos",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7807","participareis",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7808","participaren",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7809","participad",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7810","participar",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7811","participando",2.8,3,2.4,0.4472,0,0.5477,"verbo"
"7812","despierto",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7813","despiertas",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7814","despierta",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7815","despertamos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7816","despertáis",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7817","despiertan",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7818","despertado",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7819","despertaba",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7820","despertabas",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7821","despertábamos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7822","despertabais",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7823","despertaban",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7824","desperté",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7825","despertaste",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7826","despertó",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7827","despertasteis",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7828","despertaron",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7829","despertaré",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7830","despertarás",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7831","despertará",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7832","despertaremos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7833","despertaréis",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7834","despertarán",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7835","despertaría",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7836","despertarías",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7837","despertaríamos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7838","despertaríais",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7839","despertarían",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7840","despierte",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7841","despiertes",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7842","despertemos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7843","despertéis",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7844","despierten",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7845","despertara",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7846","despertaras",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7847","despertáramos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7848","despertarais",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7849","despertaran",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7850","despertase",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7851","despertases",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7852","despertásemos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7853","despertaseis",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7854","despertasen",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7855","despertare",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7856","despertares",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7857","despertáremos",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7858","despertareis",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7859","despertaren",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7860","despertad",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7861","despertar",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7862","despertando",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"7863","canto",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7864","cantas",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7865","canta",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7866","cantamos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7867","cantáis",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7868","cantan",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7869","cantado",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7870","cantaba",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7871","cantabas",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7872","cantábamos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7873","cantabais",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7874","cantaban",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7875","canté",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7876","cantaste",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7877","cantó",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7878","cantasteis",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7879","cantaron",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7880","cantaré",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7881","cantarás",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7882","cantará",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7883","cantaremos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7884","cantaréis",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7885","cantarán",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7886","cantaría",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7887","cantarías",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7888","cantaríamos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7889","cantaríais",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7890","cantarían",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7891","cante",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7892","cantes",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7893","cantemos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7894","cantéis",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7895","canten",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7896","cantara",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7897","cantaras",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7898","cantáramos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7899","cantarais",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7900","cantaran",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7901","cantase",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7902","cantases",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7903","cantásemos",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7904","cantaseis",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"7905","cantasen",2.8,3,2.8,0.4472,0,0.4472,"verbo"
